"","date","rain_mm_ES","rain_mm_MG","rain_mm_RJ","rain_mm_SP","rain_mm_DF","rain_mm_GO","rain_mm_MS","rain_mm_MT"
"2653",2007-08-11,3.03333333333333,0.352380952380952,0.0142857142857143,0,0,0,0,0
"2654",2007-08-12,2.4,0.1,0.185714285714286,0.0222222222222222,0,0,0,0
"2655",2007-08-13,2.36666666666667,0.10952380952381,0.428571428571429,0.0111111111111111,0,0,0,0
"2656",2007-08-14,4.8,0.328571428571429,0.171428571428571,0,0,0,0,0
"2657",2007-08-15,4.1,0.514285714285714,0.342857142857143,0,0,0,0,0
"2658",2007-08-16,0.2,0.0380952380952381,0.0285714285714286,0.0111111111111111,0,0.0285714285714286,0,0
"2659",2007-08-17,1.83333333333333,0.147619047619048,0.0142857142857143,0.0111111111111111,0,0,0,0
"2660",2007-08-18,3.8,0.271428571428572,0.0142857142857143,0.0111111111111111,0,0,0,0
"2661",2007-08-19,0.1,0.0190476190476191,0.0142857142857143,0,0,0,0.0133333333333333,0
"2662",2007-08-20,0.0666666666666667,0.00476190476190476,0,0.0111111111111111,0,0,0,0
"2663",2007-08-21,0,0.00476190476190476,1.02857142857143,0,0,0,0,0
"2664",2007-08-22,0.0333333333333333,0.0666666666666667,0.514285714285714,0.0111111111111111,0,0,0.0133333333333333,0
"2665",2007-08-23,0.0333333333333333,0.119047619047619,0,0,0,0,0,0
"2666",2007-08-24,0.0333333333333333,0.00952380952380953,0.0857142857142857,0,0,0,0,0
"2667",2007-08-25,0,0.00476190476190476,0,0,0,0,0,0.8125
"2668",2007-08-26,0,0,0.0571428571428571,0,0,0,0.04,0.15
"2669",2007-08-27,0,0,0,0.0210526315789474,0,0.0142857142857143,1.72,1.11764705882353
"2670",2007-08-28,0.8,0.00476190476190476,2.9,0.578947368421053,0,0,6.61333333333333,0.835294117647059
"2671",2007-08-29,0.9,0.00476190476190476,2.45714285714286,0.442105263157895,0,0,1.66666666666667,0
"2672",2007-08-30,2.16666666666667,0.123809523809524,2.07142857142857,1.14,0,0,0.12,0
"2673",2007-08-31,8.2,0.525581395348837,1.55714285714286,0,0,0.0285714285714286,0,0.188235294117647
"2674",2007-09-01,5.73333333333333,0.2,0.1,0.01,0,0,0,0
"2675",2007-09-02,0.133333333333333,0.209302325581395,0.157142857142857,0.74,0,0,0,0
"2676",2007-09-03,1.83333333333333,0.902325581395349,0.614285714285714,2.4,0,0,0,0
"2677",2007-09-04,7.56666666666667,0.744186046511628,1.47142857142857,0.00952380952380953,0,0,0,0
"2678",2007-09-05,20.7,1.58636363636364,1.52857142857143,0.01,0,0,0,0
"2679",2007-09-06,7.53333333333333,0.477272727272727,0.0285714285714286,0.02,0,0,0,0
"2680",2007-09-07,0.7,0.0636363636363636,0.0285714285714286,0,0,0,0,0
"2681",2007-09-08,0.266666666666667,0.0136363636363636,0,0.02,0,0.0285714285714286,0,0
"2682",2007-09-09,0.666666666666667,0.00888888888888889,0.0285714285714286,0.01,0,0,0,0
"2683",2007-09-10,5.23333333333333,0.0444444444444444,0.257142857142857,0.01,0,0.0142857142857143,0,0.564705882352941
"2684",2007-09-11,0.966666666666667,0.0311111111111111,0.0571428571428571,0.02,0,0,0,0.0470588235294118
"2685",2007-09-12,5,0.0533333333333333,0,0.02,0,0,0,0.0705882352941177
"2686",2007-09-13,1,0.471111111111111,0.171428571428571,0,0,0.114285714285714,0,0
"2687",2007-09-14,0.733333333333333,0.00869565217391304,0,0.02,0,0.357142857142857,0,0
"2688",2007-09-15,0.0333333333333333,0.00434782608695652,0.0285714285714286,0,0,0,0.44,0.247058823529412
"2689",2007-09-16,0.0333333333333333,0,0.0428571428571429,0.01,0,0,1.86666666666667,0.447058823529412
"2690",2007-09-17,0.266666666666667,0,3.8,0.26,0,0,0.0133333333333333,1.30588235294118
"2691",2007-09-18,4.43333333333333,0.0217391304347826,2.02857142857143,0,0,0,0,0.0111111111111111
"2692",2007-09-19,0,0.00434782608695652,0,0.16,0,0.842857142857143,0,4.03333333333333
"2693",2007-09-20,0.0333333333333333,0.182608695652174,0.0142857142857143,0.18,0,0.257142857142857,0.6,1.51111111111111
"2694",2007-09-21,0.0333333333333333,0,0.0285714285714286,0.23,0,0.0142857142857143,0.0266666666666667,0.855555555555556
"2695",2007-09-22,0.0333333333333333,0,0,0.04,0,0,0.88,3.44705882352941
"2696",2007-09-23,0,0.0217391304347826,0.0142857142857143,0,0,0,0,0.0117647058823529
"2697",2007-09-24,0,0.0565217391304348,1.5,0.34,0,0.0571428571428571,0.0266666666666667,0.422222222222222
"2698",2007-09-25,2.56666666666667,0.495652173913043,5.07142857142857,0.02,0,0,0,0
"2699",2007-09-26,0.433333333333333,0.252173913043478,0.0571428571428571,0.11,0,0,0,0.0111111111111111
"2700",2007-09-27,1.16666666666667,0.0652173913043478,0.114285714285714,0.02,0,0.728571428571429,0.946666666666667,0
"2701",2007-09-28,0.566666666666667,0.38695652173913,7.37142857142857,4.33,0,0,0.2,0.0888888888888889
"2702",2007-09-29,0.4,2.80869565217391,5.67142857142857,0.18,0,0,2.30666666666667,0.133333333333333
"2703",2007-09-30,2.56666666666667,1.28695652173913,1.21428571428571,0.0761904761904762,0,0.0714285714285714,1.74666666666667,0
"2704",2007-10-01,0.466666666666667,0.556521739130435,0.128571428571429,0.0190476190476191,0,0.228571428571429,0.0133333333333333,0
"2705",2007-10-02,3.86666666666667,0.969565217391304,0.0857142857142857,0,0,2.54285714285714,0,0.277777777777778
"2706",2007-10-03,0.9,0.0565217391304348,0.0142857142857143,0.00952380952380953,0,0.1,0,2.93333333333333
"2707",2007-10-04,0.0666666666666667,0.0391304347826087,0,0.00952380952380953,0,0,0,1.44444444444444
"2708",2007-10-05,0,0.00434782608695652,0,0,0,1.22857142857143,0.186666666666667,1.24444444444444
"2709",2007-10-06,0,0,0,0.00952380952380953,0,4.38571428571429,0.72,0.233333333333333
"2710",2007-10-07,0.1,0.839130434782609,0.0714285714285714,0.39047619047619,0,1.38571428571429,8.46666666666667,6.2
"2711",2007-10-08,0.133333333333333,0,0,0.761904761904762,0,0,0,0
"2712",2007-10-09,0,0.00434782608695652,0,0.628571428571429,0,0,0.133333333333333,2.97777777777778
"2713",2007-10-10,2.06666666666667,0.0695652173913043,0,0,0,0,0.226666666666667,1.82222222222222
"2714",2007-10-11,3.43333333333333,0,0,0,0,0,2.01333333333333,5.15555555555556
"2715",2007-10-12,0.333333333333333,0,0.0285714285714286,0.0380952380952381,0,0.0133333333333333,7.02666666666667,3.41111111111111
"2716",2007-10-13,2.1,0.656521739130435,0,0.333333333333333,7.8,0.453333333333333,11.4933333333333,6.27777777777778
"2717",2007-10-14,0.1,0.165217391304348,0.0142857142857143,2.61904761904762,1,0.386666666666667,3.32,7.36666666666667
"2718",2007-10-15,0.366666666666667,0.547826086956521,0.9,3.08571428571429,0,1.84,4.32,8.88888888888889
"2719",2007-10-16,0.0333333333333333,0.0652173913043478,0.0571428571428571,1.24761904761905,0,0.0266666666666667,2.53333333333333,0.3
"2720",2007-10-17,0,0.28695652173913,0.614285714285714,0.0857142857142857,0,0.346666666666667,0.0133333333333333,1.44444444444444
"2721",2007-10-18,0.2,3.69565217391304,2.5,1.96190476190476,0,2.58666666666667,5.52,13.1777777777778
"2722",2007-10-19,8.1,10.1782608695652,9.04285714285714,1.17142857142857,3.2,7.65333333333333,3.32,1.29473684210526
"2723",2007-10-20,4.3,3.37826086956522,3.95714285714286,0.00952380952380953,0,3.02666666666667,0.0266666666666667,2.21052631578947
"2724",2007-10-21,0,1.83478260869565,0.0571428571428571,5.75238095238095,0,5.98666666666667,3.54666666666667,1.75789473684211
"2725",2007-10-22,0.0333333333333333,9.02608695652174,2.85714285714286,2.57142857142857,0.6,1.50666666666667,1.89333333333333,2.57894736842105
"2726",2007-10-23,0.0333333333333333,1.94782608695652,7.42857142857143,4.79047619047619,1.2,6.38666666666667,4.48,14.72
"2727",2007-10-24,0,6.6,42.0153846153846,24,0,7.48,16,5.91
"2728",2007-10-25,2.3,12.0130434782609,29.7714285714286,11.2095238095238,6.2,5.28,1.48,8.38
"2729",2007-10-26,12.7666666666667,2.51739130434783,4.77142857142857,0.761904761904762,2,0.88,0.373333333333333,5.37
"2730",2007-10-27,0,0.621739130434782,7.97142857142857,2,0,1.22666666666667,0.08,1.84
"2731",2007-10-28,7.56666666666667,1.08695652173913,0.957142857142857,0.733333333333333,0,0.146666666666667,0.186666666666667,4.31
"2732",2007-10-29,0.0333333333333333,0.591304347826087,0.157142857142857,0.20952380952381,0,0.546666666666667,0.0266666666666667,0.14
"2733",2007-10-30,0.0333333333333333,1.50434782608696,0,4.20952380952381,0,6.48,1.45333333333333,5.81
"2734",2007-10-31,0,1.83913043478261,0.485714285714286,0.638095238095238,1.6,5.37333333333333,0.08,4.81
"2735",2007-11-01,0,3.2,1.51428571428571,7.99047619047619,3.4,4.65,5.08,1.47
"2736",2007-11-02,0,7.79130434782609,2.35714285714286,10.6190476190476,38.6,1.8375,7.92,3.41
"2737",2007-11-03,0,3.95217391304348,13.1428571428571,12.3809523809524,0,2.6,8.57333333333333,5.61
"2738",2007-11-04,5.6,11.9733333333333,19.7142857142857,21.6857142857143,18.8,11.825,3.82857142857143,6.69
"2739",2007-11-05,14.8333333333333,7.11555555555556,12.2857142857143,1.46363636363636,0.2,5.37333333333333,0.493333333333333,7.98947368421053
"2740",2007-11-06,3.46666666666667,3.90222222222222,5.67142857142857,7.79090909090909,16.2,4.05333333333333,0.453333333333333,4.12631578947368
"2741",2007-11-07,0.0333333333333333,1.16,5.6,2.02727272727273,0.2,0.306666666666667,1.36,5.54736842105263
"2742",2007-11-08,0.2,4.32,0.328571428571429,6.94285714285714,0,3.17333333333333,4.36,5.65263157894737
"2743",2007-11-09,0.133333333333333,1.27555555555556,0.614285714285714,1.16521739130435,20.4,5.50666666666667,0.746666666666667,4.57894736842105
"2744",2007-11-10,0,2.56086956521739,1.28571428571429,10.4260869565217,38,3.12,13.48,5.71578947368421
"2745",2007-11-11,0,2.87234042553191,4.72857142857143,15.9913043478261,0.8,5.14666666666667,26.48,10.5157894736842
"2746",2007-11-12,0,3.11914893617021,35.8428571428571,4.46086956521739,0.6,5.72,0.0666666666666667,5.45263157894737
"2747",2007-11-13,0.266666666666667,8.71111111111111,12.8428571428571,0.275,7,15.36,2.14666666666667,4.93684210526316
"2748",2007-11-14,0.0333333333333333,0.0631578947368421,0.0714285714285714,6.875,5.4,5.14666666666667,13.9866666666667,5.14736842105263
"2749",2007-11-15,0,3.0421052631579,5.41428571428571,10.2583333333333,0,7.05333333333333,9.85333333333333,2.46315789473684
"2750",2007-11-16,13.56,3.45806451612903,12.425,1.50666666666667,NA,0.52,0.0266666666666667,0.947368421052632
"2751",2007-11-17,20.32,0.703448275862069,0.5,0.0363636363636364,NA,0,1.84,2.87368421052632
"2752",2007-11-18,9.44,0.16551724137931,1.45,0.109090909090909,NA,0,2.64,3.54736842105263
"2753",2007-11-19,0,2.78775510204082,1.21428571428571,9.66666666666667,0,0.16,6.85333333333333,3.95789473684211
"2754",2007-11-20,5.93333333333333,4.99591836734694,0.942857142857143,2.525,0,3.15,7.17333333333333,5.12631578947368
"2755",2007-11-21,18.7333333333333,3.88163265306122,0.128571428571429,0.2,0,1.4125,0.92,4.26315789473684
"2756",2007-11-22,0.8,2.88163265306122,1.21428571428571,0,2.6,2.8375,0.0133333333333333,6.16842105263158
"2757",2007-11-23,0,2.44166666666667,0.0428571428571429,0.0166666666666667,1.6,7.28,0.88,10.7157894736842
"2758",2007-11-24,0,2.53333333333333,1.08571428571429,0.441666666666667,0,2.925,32,11.3157894736842
"2759",2007-11-25,0,6.17083333333333,5.17142857142857,4.49166666666667,23,8.3625,2.97333333333333,5.06315789473684
"2760",2007-11-26,18.0333333333333,15.6208333333333,2.84285714285714,3.80833333333333,32.2,11.2117647058824,4.90666666666667,14.9578947368421
"2761",2007-11-27,22.9,17.1041666666667,11.8285714285714,0.441666666666667,0,5.36470588235294,3.26666666666667,6.42105263157895
"2762",2007-11-28,2.6,6.625,7.38571428571429,0.00833333333333333,0,4.56470588235294,0.973333333333333,8.43157894736842
"2763",2007-11-29,0,7.21666666666667,0.1,0.00833333333333333,4.2,1.35294117647059,0.733333333333333,9.98947368421053
"2764",2007-11-30,0.6,4.85416666666667,0.2,0.00833333333333333,34.4,4.25882352941176,0.453333333333333,7.44210526315789
"2765",2007-12-01,2.26666666666667,2.72916666666667,0.128571428571429,0.00833333333333333,1.4,1.75294117647059,0,5.86315789473684
"2766",2007-12-02,1.33333333333333,3.9625,0.771428571428571,0.00833333333333333,12.8,6.8,0.24,10.8631578947368
"2767",2007-12-03,5.83333333333333,1.62916666666667,0.271428571428571,0.825,3,6.50588235294118,1.48,5.73684210526316
"2768",2007-12-04,0.0333333333333333,5.73333333333333,1.82857142857143,0.958333333333333,20.8,12.3647058823529,11.4133333333333,15.6
"2769",2007-12-05,0.2,2.52083333333333,1.21428571428571,7.26666666666667,0.2,10.6117647058824,13.5733333333333,1.4
"2770",2007-12-06,0.1,1.85416666666667,3.14285714285714,14.75,0,4.16470588235294,4.85333333333333,4.42105263157895
"2771",2007-12-07,8.46666666666667,8.37083333333333,17.3142857142857,9.85833333333333,12,6.07058823529412,2.26666666666667,11.3052631578947
"2772",2007-12-08,17.9666666666667,16.1916666666667,4.94285714285714,6.64166666666667,54.4,5.91764705882353,3.68,0.736842105263158
"2773",2007-12-09,2.13333333333333,6.01666666666667,3.37142857142857,2.95833333333333,0.2,15.8823529411765,8.88,5.24210526315789
"2774",2007-12-10,0.0333333333333333,4.95416666666667,1.65714285714286,4.65833333333333,8.6,17.4,4.66666666666667,4.22105263157895
"2775",2007-12-11,0.2,2.82448979591837,0.385714285714286,17.0083333333333,12.6,12.1764705882353,23.9066666666667,2.46315789473684
"2776",2007-12-12,2.96666666666667,2.9469387755102,20.5,20.1916666666667,0,2.02352941176471,7.16,4.03157894736842
"2777",2007-12-13,10.9,8.48571428571428,37.5428571428571,4.49166666666667,0,1.67058823529412,1.29333333333333,4.69473684210526
"2778",2007-12-14,19.8666666666667,14.530612244898,35.8571428571429,2.15,32.2,14.4823529411765,2.04,6.27368421052632
"2779",2007-12-15,14.5,8.78367346938776,6,1.45833333333333,0.4,4.27058823529412,13.3333333333333,1.14736842105263
"2780",2007-12-16,4.9,5.26530612244898,0.228571428571429,1.25,4.8,3.98888888888889,0.814285714285714,5.08421052631579
"2781",2007-12-17,0.366666666666667,1.4,1.21428571428571,0.666666666666667,4.6,6.23333333333333,2.08571428571429,3.76842105263158
"2782",2007-12-18,0.6,2.31020408163265,0.0857142857142857,2.48333333333333,1,6.78888888888889,1.7,7.8
"2783",2007-12-19,3.66666666666667,10.8530612244898,2.81428571428571,24.7,35,13.3333333333333,1.94285714285714,11.3157894736842
"2784",2007-12-20,7.1,23.5959183673469,26.4428571428571,5.71666666666667,9.2,17.2222222222222,0.985714285714286,6.56842105263158
"2785",2007-12-21,8.16666666666667,14.4938775510204,4.97142857142857,9.51666666666667,3.4,13.3666666666667,0.671428571428571,4.45263157894737
"2786",2007-12-22,1.53333333333333,7.4,10.1571428571429,3.09166666666667,6.6,15.7333333333333,0.971428571428572,2.95789473684211
"2787",2007-12-23,0.966666666666667,7.27755102040816,13.2714285714286,2.2,0.6,8.83333333333333,0,11.7894736842105
"2788",2007-12-24,0.0333333333333333,4.26938775510204,2.72307692307692,2.06666666666667,9,6.06666666666667,5.71428571428571,6.97894736842105
"2789",2007-12-25,2.66666666666667,0.95,0.107692307692308,5.075,0.8,1.48888888888889,0.171428571428571,9.81052631578947
"2790",2007-12-26,4.26666666666667,0.116666666666667,0.0153846153846154,5.425,0,1.87777777777778,15.2857142857143,8.76842105263158
"2791",2007-12-27,0.266666666666667,0.8,0.0153846153846154,2.06666666666667,0,2.73333333333333,2.6,6.83157894736842
"2792",2007-12-28,2.4,0.616666666666666,0,0.525,0,0.1,5.65714285714286,4.13684210526316
"2793",2007-12-29,2.76666666666667,0.8,0,0.45,0,1.84444444444444,0.3,2.73684210526316
"2794",2007-12-30,0.2,0.179166666666667,0,0.933333333333333,0,0.977777777777778,2.72857142857143,3.12631578947368
"2795",2007-12-31,0.0333333333333333,0.7625,0.676923076923077,2.225,0,2.42222222222222,12.1714285714286,4.74736842105263
"2796",2008-01-01,0,0.408333333333333,0.0153846153846154,9.55833333333333,0,2.01111111111111,2.78571428571429,3.81052631578947
"2797",2008-01-02,0.0333333333333333,0.0583333333333333,0,8.26666666666667,0,0.333333333333333,4.94285714285714,9.94736842105263
"2798",2008-01-03,0.466666666666667,0.1,0,3.50833333333333,0,5.91111111111111,3.18571428571429,2.05263157894737
"2799",2008-01-04,0,0.0125,0.0307692307692308,3.275,0,1.12222222222222,18.6428571428571,5.73684210526316
"2800",2008-01-05,0,1.01666666666667,5.30769230769231,9.64166666666667,0,0.1,5.7,4.12631578947368
"2801",2008-01-06,0,9.64166666666667,26.6,15.5666666666667,0,4.31111111111111,4.94285714285714,5.81052631578947
"2802",2008-01-07,14.2333333333333,9.10833333333333,5.55384615384615,1.175,4.2,12.3888888888889,1.55714285714286,2.01052631578947
"2803",2008-01-08,14.3,9.14166666666667,1.30769230769231,0.191666666666667,2.8,6.7,10.3857142857143,15.6
"2804",2008-01-09,41.2,13.3666666666667,9.43076923076923,1.14166666666667,2,11.3111111111111,1.6,6.50526315789474
"2805",2008-01-10,1.23333333333333,5.8625,5.81538461538462,1.925,23.6,15.5333333333333,2.02857142857143,4.71578947368421
"2806",2008-01-11,0.1,4.52916666666667,6.32307692307692,9.175,1.8,3.72222222222222,7.97142857142857,4.21052631578947
"2807",2008-01-12,0,3.61666666666667,4.44615384615385,11.9583333333333,11.4,7.75555555555556,10.7714285714286,10.4842105263158
"2808",2008-01-13,0.8,8.62916666666667,3.75384615384615,16.1083333333333,0.2,7.21111111111111,2.05714285714286,5.78947368421053
"2809",2008-01-14,2.26666666666667,2.08333333333333,0.671428571428571,12.375,0,6.95555555555556,4.85714285714286,13.0105263157895
"2810",2008-01-15,9.06666666666667,2.47916666666667,2.7,7.79166666666667,1,10.8,7.38571428571429,3.05263157894737
"2811",2008-01-16,3.03333333333333,0.825,0.0571428571428571,5.11666666666667,27.4,6.95555555555556,0.7,10.6526315789474
"2812",2008-01-17,0.0333333333333333,2.88333333333333,7.31428571428571,4.225,17,9.51111111111111,6.91428571428571,9.94736842105263
"2813",2008-01-18,3.66666666666667,4.3875,2.78571428571429,6.976,18.4,4.93333333333333,0.628571428571429,5.97894736842105
"2814",2008-01-19,0,7.54583333333333,2.32307692307692,22.368,0,10.1222222222222,10.1714285714286,12.7578947368421
"2815",2008-01-20,0.9,5.9,9.86153846153846,17.616,0,9.82222222222222,27.2571428571429,1.11578947368421
"2816",2008-01-21,25.8,17.3416666666667,47.5076923076923,16.992,21.6,19.8666666666667,6.55714285714286,14.8842105263158
"2817",2008-01-22,1.3,16.9333333333333,8.4,4.368,11.2,11.7111111111111,10.9,10.5578947368421
"2818",2008-01-23,3.3,8.96666666666667,9.63076923076923,3.792,3.4,16.3222222222222,7.75714285714286,12.8631578947368
"2819",2008-01-24,4.53333333333333,6.99166666666667,1.50769230769231,2.36,5,5.3,7.41428571428571,11.4210526315789
"2820",2008-01-25,5.66666666666667,6.44166666666667,1.36923076923077,3.936,12.2,17.1888888888889,15.8,5.16
"2821",2008-01-26,2.46666666666667,7.9,4.87692307692308,2.616,6.4,6.47777777777778,24.8142857142857,11.99
"2822",2008-01-27,0.6,11.6916666666667,2.73846153846154,3.232,17,19.4666666666667,10.5857142857143,15.28
"2823",2008-01-28,11.9666666666667,10.7083333333333,7.41538461538461,14.536,10.8,26.3777777777778,3.58571428571429,10.9142857142857
"2824",2008-01-29,1.33333333333333,7.95,20.4769230769231,28.608,2.4,17.0222222222222,3.62857142857143,13.1428571428571
"2825",2008-01-30,8.06666666666667,23.3291666666667,7.18461538461538,10.272,7,13.5666666666667,4.81428571428571,13.8
"2826",2008-01-31,4.13333333333333,13.95,1.16923076923077,0.56,1,12.7684210526316,1.35714285714286,13.2260869565217
"2827",2008-02-01,5,7.99166666666667,4.15384615384615,0.224,0.2,2.2,3.21428571428571,8.40869565217391
"2828",2008-02-02,0.3,8.37083333333333,7.93846153846154,1.552,4.2,12.8631578947368,0.6,11.1478260869565
"2829",2008-02-03,9.2,14.2625,21.2461538461538,9.376,8.2,19.4947368421053,0.1,22.104347826087
"2830",2008-02-04,31.8,17.2958333333333,26.5692307692308,6.024,0,11.2105263157895,0.2,6.77391304347826
"2831",2008-02-05,13.1666666666667,13.3083333333333,3.01538461538462,3.728,8.6,20.1052631578947,2.74285714285714,6.96521739130435
"2832",2008-02-06,15.3666666666667,12.5041666666667,14.4153846153846,4.256,10,19.8842105263158,0.1,4.73636363636364
"2833",2008-02-07,6,8.09166666666667,5.95384615384615,9.688,12.6,12.0631578947368,0.7,6.39090909090909
"2834",2008-02-08,0,3.04166666666667,11.1076923076923,2.08,0,5.93684210526316,1.1,4.79090909090909
"2835",2008-02-09,0,1.20833333333333,2.53846153846154,2.096,0,1.13684210526316,4.35714285714286,3.18181818181818
"2836",2008-02-10,0,1.3875,8.73846153846154,5.96,0,2.65263157894737,15.1,5.68181818181818
"2837",2008-02-11,0,1.14583333333333,0.523076923076923,3.104,0,6.77894736842105,17.1,9.16363636363636
"2838",2008-02-12,0,0.454166666666667,4.49230769230769,2,0,2.68421052631579,1.17142857142857,9.34545454545455
"2839",2008-02-13,0,1.43333333333333,2.95384615384615,5.488,0,2.72631578947368,0.1,3.47272727272727
"2840",2008-02-14,0,0.7,3.51666666666667,7.504,0.4,3.75789473684211,4.97142857142857,8.05454545454545
"2841",2008-02-15,0.5,1.01666666666667,1.71666666666667,7.488,3,13.4842105263158,4.44285714285714,12.9545454545455
"2842",2008-02-16,2.7,1.74583333333333,0.233333333333333,7.344,7.8,6.74736842105263,0.285714285714286,8.25454545454545
"2843",2008-02-17,1.9,0.545833333333333,0.05,3.384,2.2,5.87368421052632,0.257142857142857,6.20909090909091
"2844",2008-02-18,0.3,3.69583333333333,17.2,8.024,1.2,5.44210526315789,1.95714285714286,3.20909090909091
"2845",2008-02-19,0.133333333333333,7.74583333333333,8.71428571428571,4.992,2.6,9.14736842105263,6.32857142857143,8.98181818181818
"2846",2008-02-20,0.7,4.49166666666667,1.41428571428571,11.232,0.8,4.98947368421053,5.45714285714286,11.8818181818182
"2847",2008-02-21,0.433333333333333,11.7625,5.94285714285714,8.864,75.4,19.9789473684211,9.22857142857143,1.87272727272727
"2848",2008-02-22,1.9,5.10833333333333,12.8142857142857,8.376,0.2,3.36842105263158,5.48571428571429,10.2272727272727
"2849",2008-02-23,13.9666666666667,4.25416666666667,9.42857142857143,9.56,2,8.41052631578947,7.61428571428571,3.73636363636364
"2850",2008-02-24,25,9.38333333333333,19.3428571428571,14.856,0,11.6105263157895,10.7857142857143,6.47272727272727
"2851",2008-02-25,9.53333333333333,7.15416666666667,11.2857142857143,2.896,18.8,11.1157894736842,6.81428571428571,9.82727272727273
"2852",2008-02-26,25.2,11.6041666666667,11.6285714285714,0.816,1.6,17.8421052631579,14.7428571428571,7.25454545454545
"2853",2008-02-27,40.3666666666667,5.85,8.14285714285714,1.28,19,4.34736842105263,13.1,2.69090909090909
"2854",2008-02-28,0.7,2.87083333333333,0.185714285714286,2.168,44.4,15.6105263157895,29.6142857142857,6.03636363636364
"2855",2008-02-29,0.0333333333333333,5.19166666666667,0,9.312,14.6,18.2421052631579,11.6857142857143,13.4695652173913
"2856",2008-03-01,7.33333333333333,15.925,11.4142857142857,10.232,23.2,12.9578947368421,0.242857142857143,13.3130434782609
"2857",2008-03-02,5.9,9.55,2.35714285714286,2.52,5.2,6.92631578947368,1.2,3.94782608695652
"2858",2008-03-03,5.83333333333333,5.175,0.385714285714286,0.232,21.4,8.6,0.171428571428571,9.8
"2859",2008-03-04,4.5,3.09583333333333,0.442857142857143,0,6.6,12.1052631578947,0,10.295652173913
"2860",2008-03-05,0.433333333333333,3.60833333333333,1.01428571428571,0.04,1.6,9.14736842105263,0,6.68695652173913
"2861",2008-03-06,0.6,4.66666666666667,3.2,0.408,11.2,8.8,5.54666666666667,7.60869565217391
"2862",2008-03-07,0.1,9.56666666666667,0.0285714285714286,2,17.2,7.53684210526316,10.52,3.14782608695652
"2863",2008-03-08,0,10.625,0,4.375,0,0,7.875,0
"2864",2008-03-09,0,6.6125,2.7,7.76666666666667,0,1.525,7.1,0
"2865",2008-03-10,6.5,4.125,0.514285714285714,5.58333333333333,3.6,4.43157894736842,5.425,7.52173913043478
"2866",2008-03-11,0.133333333333333,4.26666666666667,4.97142857142857,10.8333333333333,0,4.38947368421053,12.4625,4.65217391304348
"2867",2008-03-12,0,7.29787234042553,22.8142857142857,14.1083333333333,16.8,8.68421052631579,7.0875,4.03478260869565
"2868",2008-03-13,0,4.45106382978723,4.9,17.6666666666667,1.4,17.7157894736842,6.6625,14.1913043478261
"2869",2008-03-14,9.03333333333333,18.936170212766,56.5714285714286,10.075,0,12.6631578947368,7.55,11.3304347826087
"2870",2008-03-15,2.56666666666667,14.2127659574468,27.6428571428571,5.19166666666667,5.2,8.8421052631579,0.4875,4.89565217391304
"2871",2008-03-16,0.766666666666667,11.663829787234,15.8285714285714,4.09166666666667,7.8,15.4210526315789,0.0125,7.58260869565217
"2872",2008-03-17,1.7,8.43333333333333,2.74285714285714,13.5,0.8,7.01052631578947,1.125,11.9181818181818
"2873",2008-03-18,3.8,2.1625,1.32857142857143,2.45,0,5.90526315789474,0.7125,7.99090909090909
"2874",2008-03-19,3.63333333333333,2.24166666666667,0.0571428571428571,6.35833333333333,0,4.90526315789474,9.0125,3.72727272727273
"2875",2008-03-20,0.333333333333333,0.995833333333333,0.185714285714286,2.18333333333333,0,13.4631578947368,3.5625,10.9304347826087
"2876",2008-03-21,0.133333333333333,0.895833333333333,0.271428571428571,3.00833333333333,0,8.58947368421053,0.16,3.60869565217391
"2877",2008-03-22,0,1.80416666666667,0,5.10833333333333,0,4.21052631578947,1,3.52173913043478
"2878",2008-03-23,0.0333333333333333,2.0375,2.04285714285714,9.59166666666667,0,1.78947368421053,5.58666666666667,9.60869565217391
"2879",2008-03-24,1.9,2.74166666666667,9.5,0.4,20.6,7.31578947368421,2.78666666666667,5.11304347826087
"2880",2008-03-25,22.1333333333333,4.63333333333333,12.4,3.25833333333333,0,7.37894736842105,1.72,7.8695652173913
"2881",2008-03-26,8.8,5.72083333333333,20.3571428571429,3.01666666666667,0.4,7.4421052631579,3.42666666666667,4.97391304347826
"2882",2008-03-27,19.1,5.51666666666667,3.72857142857143,1.81666666666667,21,7.55789473684211,1.33333333333333,3.8695652173913
"2883",2008-03-28,5.33333333333333,6.52083333333333,1.27142857142857,0.025,0.2,2.70526315789474,1.6,4.23478260869565
"2884",2008-03-29,3.06666666666667,0.25,1.88571428571429,0.508333333333333,39.4,2.37,3.18666666666667,6.71304347826087
"2885",2008-03-30,3.16666666666667,2.27916666666667,14.2714285714286,0.533333333333333,8.2,0.37,0.0533333333333333,5.62608695652174
"2886",2008-03-31,1.76666666666667,0.2,1.01428571428571,0.00833333333333333,0,1.84,0.773333333333333,6.01739130434783
"2887",2008-04-01,0.133333333333333,0.0458333333333333,0.0571428571428571,0.0166666666666667,0,2.49,7.64,6.31304347826087
"2888",2008-04-02,0.1,1.9875,0.0428571428571429,3.60833333333333,0,4.46,10.96,14.7130434782609
"2889",2008-04-03,0,1.3,4.81428571428571,9.39166666666667,0.4,13.43,6.37333333333333,10.3826086956522
"2890",2008-04-04,3.96666666666667,10.4625,9.58571428571429,2.95,73,20.93,0.386666666666667,4.98260869565217
