Date,Poured Flow (m^3/s)
3/7/2019,40
3/8/2019,46
3/9/2019,93
3/10/2019,174
3/11/2019,37
3/12/2019,14
3/13/2019,0
3/14/2019,0
3/15/2019,0
3/16/2019,0
3/17/2019,0
3/18/2019,0
3/19/2019,0
3/20/2019,0
3/21/2019,0
3/22/2019,0
3/23/2019,0
3/24/2019,0
3/25/2019,0
3/26/2019,0
3/27/2019,0
3/28/2019,0
3/29/2019,0
3/30/2019,0
3/31/2019,0
4/1/2019,0
4/2/2019,0
4/3/2019,0
4/4/2019,0
4/5/2019,0
4/6/2019,0
4/7/2019,0
4/8/2019,0
4/9/2019,0
4/10/2019,0
4/11/2019,0
4/12/2019,0
4/13/2019,0
4/14/2019,0
4/15/2019,0
4/16/2019,0
4/17/2019,0
4/18/2019,0
4/19/2019,0
4/20/2019,0
4/21/2019,0
4/22/2019,0
4/23/2019,0
4/24/2019,0
4/25/2019,0
4/26/2019,0
4/27/2019,0
4/28/2019,0
4/29/2019,0
4/30/2019,0
5/1/2019,0
5/2/2019,0
5/3/2019,0
5/4/2019,0
5/5/2019,0
5/6/2019,12
5/7/2019,0
5/8/2019,0
5/9/2019,0
5/10/2019,0
5/11/2019,0
5/12/2019,0
5/13/2019,0
5/14/2019,0
5/15/2019,0
5/16/2019,0
5/17/2019,0
5/18/2019,0
5/19/2019,0
5/20/2019,0
5/21/2019,0
5/22/2019,0
5/23/2019,0
5/24/2019,0
5/25/2019,0
5/26/2019,0
5/27/2019,0
5/28/2019,0
5/29/2019,0
5/30/2019,0
5/31/2019,0
6/1/2019,0
6/2/2019,0
6/3/2019,13
6/4/2019,21
6/5/2019,23
6/6/2019,0
6/7/2019,0
6/8/2019,0
6/9/2019,0
6/10/2019,0
6/11/2019,0
6/12/2019,0
6/13/2019,0
6/14/2019,0
6/15/2019,0
6/16/2019,0
6/17/2019,28
6/18/2019,0
6/19/2019,22
6/20/2019,0
6/21/2019,0
6/22/2019,0
6/23/2019,0
6/24/2019,50
6/25/2019,38
6/26/2019,0
6/27/2019,0
6/28/2019,51
6/29/2019,0
6/30/2019,0
7/1/2019,0
7/2/2019,0
7/3/2019,0
7/4/2019,0
7/5/2019,0
7/6/2019,26
7/7/2019,38
7/8/2019,13
7/9/2019,0
7/10/2019,0
7/11/2019,0
7/12/2019,0
7/13/2019,0
7/14/2019,0
7/15/2019,0
7/16/2019,0
7/17/2019,18
7/18/2019,0
7/19/2019,0
7/20/2019,0
7/21/2019,0
7/22/2019,60
7/23/2019,34
7/24/2019,0
7/25/2019,38
7/26/2019,33
7/27/2019,113
7/28/2019,0
7/29/2019,0
7/30/2019,0
7/31/2019,0
8/1/2019,70
8/2/2019,122
8/3/2019,104
8/4/2019,0
8/5/2019,65
8/6/2019,32
8/7/2019,41
8/8/2019,0
8/9/2019,0
8/10/2019,0
8/11/2019,128
8/12/2019,0
8/13/2019,0
8/14/2019,0
8/15/2019,134
8/16/2019,0
8/17/2019,0
8/18/2019,0
8/19/2019,0
8/20/2019,0
8/21/2019,0
8/22/2019,0
8/23/2019,0
8/24/2019,0
8/25/2019,0
8/26/2019,29
8/27/2019,0
8/28/2019,0
8/29/2019,0
8/30/2019,0
8/31/2019,0
9/1/2019,0
9/2/2019,0
9/3/2019,0
9/4/2019,0
9/5/2019,0
9/6/2019,0
9/7/2019,0
9/8/2019,0
9/9/2019,0
9/10/2019,0
9/11/2019,0
9/12/2019,0
9/13/2019,37
9/14/2019,3
9/15/2019,99
9/16/2019,0
9/17/2019,0
9/18/2019,23
9/19/2019,35
9/20/2019,18
9/21/2019,34
9/22/2019,32
9/23/2019,11
9/24/2019,0
9/25/2019,0
9/26/2019,0
9/27/2019,0
9/28/2019,0
9/29/2019,0
9/30/2019,0
10/1/2019,0
10/2/2019,0
10/3/2019,0
10/4/2019,0
10/5/2019,0
10/6/2019,0
10/7/2019,0
10/8/2019,0
10/9/2019,0
10/10/2019,0
10/11/2019,0
10/12/2019,0
10/13/2019,0
10/14/2019,16
10/15/2019,25
10/16/2019,26
10/17/2019,22
10/18/2019,20
10/19/2019,20
10/20/2019,20
10/21/2019,18
10/22/2019,19
10/23/2019,20
10/24/2019,6
10/25/2019,0
10/26/2019,0
10/27/2019,0
10/28/2019,8
10/29/2019,20
10/30/2019,20
10/31/2019,20
11/1/2019,20
11/2/2019,20
11/3/2019,20
11/4/2019,20
11/5/2019,20
11/6/2019,20
11/7/2019,20
11/8/2019,20
11/9/2019,20
11/10/2019,20
11/11/2019,20
11/12/2019,20
11/13/2019,20
11/14/2019,20
11/15/2019,20
11/16/2019,20
11/17/2019,20
11/18/2019,20
11/19/2019,24
11/20/2019,24
11/21/2019,21
11/22/2019,20
11/23/2019,20
11/24/2019,20
11/25/2019,20
11/26/2019,20
11/27/2019,23
11/28/2019,25
11/29/2019,8
11/30/2019,0
12/1/2019,0
12/2/2019,0
12/3/2019,0
12/4/2019,0
12/5/2019,18
12/6/2019,26
12/7/2019,25
12/8/2019,25
12/9/2019,25
12/10/2019,25
12/11/2019,25
12/12/2019,25
12/13/2019,27
12/14/2019,29
12/15/2019,29
12/16/2019,29
12/17/2019,29
12/18/2019,29
12/19/2019,29
12/20/2019,29
12/21/2019,29
12/22/2019,29
12/23/2019,29
12/24/2019,29
12/25/2019,29
12/26/2019,25
12/27/2019,25
12/28/2019,25
12/29/2019,25
12/30/2019,25
12/31/2019,25
1/1/2020,25
1/2/2020,25
1/3/2020,25
1/4/2020,25
1/5/2020,9
1/6/2020,0
1/7/2020,0
1/8/2020,0
1/9/2020,18
1/10/2020,29
1/11/2020,28
1/12/2020,31
1/13/2020,32
1/14/2020,32
1/15/2020,32
1/16/2020,35
1/17/2020,35
1/18/2020,35
1/19/2020,35
1/20/2020,35
1/21/2020,34
1/22/2020,32
1/23/2020,32
1/24/2020,32
1/25/2020,32
1/26/2020,32
1/27/2020,32
1/28/2020,32
1/29/2020,31
1/30/2020,29
1/31/2020,29
2/1/2020,29
2/2/2020,29
2/3/2020,29
2/4/2020,31
2/5/2020,32
2/6/2020,32
2/7/2020,32
2/8/2020,35
2/9/2020,35
2/10/2020,281
2/11/2020,1154
2/12/2020,1234
2/13/2020,951
2/14/2020,545
2/15/2020,126
2/16/2020,0
2/17/2020,26
2/18/2020,39
2/19/2020,39
2/20/2020,39
2/21/2020,39
2/22/2020,39
2/23/2020,39
2/24/2020,39
2/25/2020,39
2/26/2020,39
2/27/2020,39
2/28/2020,90
2/29/2020,222
3/1/2020,233
3/2/2020,140
3/3/2020,59
3/4/2020,40
3/5/2020,42
3/6/2020,40
3/7/2020,40
3/8/2020,40
3/9/2020,40
3/10/2020,16
3/11/2020,0
3/12/2020,0
3/13/2020,0
3/14/2020,0
3/15/2020,0
3/16/2020,0
3/17/2020,0
3/18/2020,0
3/19/2020,0
3/20/2020,0
3/21/2020,0
3/22/2020,0
3/23/2020,0
3/24/2020,0
3/25/2020,0
3/26/2020,0
3/27/2020,0
3/28/2020,0
3/29/2020,0
3/30/2020,0
3/31/2020,0
4/1/2020,0
4/2/2020,0
4/3/2020,0
4/4/2020,0
4/5/2020,0
4/6/2020,0
4/7/2020,0
4/8/2020,0
4/9/2020,0
4/10/2020,0
4/11/2020,0
4/12/2020,0
4/13/2020,0
4/14/2020,0
4/15/2020,0
4/16/2020,0
4/17/2020,0
4/18/2020,0
4/19/2020,0
4/20/2020,0
4/21/2020,0
4/22/2020,0
4/23/2020,0
4/24/2020,0
4/25/2020,0
4/26/2020,0
4/27/2020,0
4/28/2020,0
4/29/2020,0
4/30/2020,0
5/1/2020,0
5/2/2020,0
5/3/2020,0
5/4/2020,0
5/5/2020,0
5/6/2020,0
5/7/2020,0
5/8/2020,0
5/9/2020,0
5/10/2020,0
5/11/2020,0
5/12/2020,0
5/13/2020,0
5/14/2020,0
5/15/2020,0
5/16/2020,0
5/17/2020,0
5/18/2020,0
5/19/2020,0
5/20/2020,0
5/21/2020,0
5/22/2020,0
5/23/2020,0
5/24/2020,0
5/25/2020,0
5/26/2020,0
5/27/2020,0
5/28/2020,0
5/29/2020,0
5/30/2020,0
5/31/2020,0
6/1/2020,0
6/2/2020,0
6/3/2020,0
6/4/2020,0
6/5/2020,33
6/6/2020,0
6/7/2020,0
6/8/2020,0
6/9/2020,0
6/10/2020,0
6/11/2020,0
6/12/2020,0
6/13/2020,0
6/14/2020,0
6/15/2020,0
6/16/2020,0
6/17/2020,0
6/18/2020,0
6/19/2020,0
6/20/2020,0
6/21/2020,0
6/22/2020,0
6/23/2020,0
6/24/2020,0
6/25/2020,0
6/26/2020,0
6/27/2020,0
6/28/2020,0
6/29/2020,0
6/30/2020,0
7/1/2020,0
7/2/2020,0
7/3/2020,0
7/4/2020,0
7/5/2020,0
7/6/2020,0
7/7/2020,0
7/8/2020,0
7/9/2020,0
7/10/2020,0
7/11/2020,0
7/12/2020,0
7/13/2020,0
7/14/2020,0
7/15/2020,0
7/16/2020,0
7/17/2020,0
7/18/2020,53
7/19/2020,80
7/20/2020,38
7/21/2020,0
7/22/2020,0
7/23/2020,0
7/24/2020,36
7/25/2020,0
7/26/2020,0
7/27/2020,48
7/28/2020,0
7/29/2020,32
7/30/2020,0
7/31/2020,28
8/1/2020,0
8/2/2020,0
8/3/2020,0
8/4/2020,0
8/5/2020,87
8/6/2020,0
8/7/2020,57
8/8/2020,0
8/9/2020,0
8/10/2020,0
8/11/2020,0
8/12/2020,0
8/13/2020,0
8/14/2020,0
8/15/2020,0
8/16/2020,0
8/17/2020,0
8/18/2020,0
8/19/2020,49
8/20/2020,22
8/21/2020,37
8/22/2020,0
8/23/2020,0
8/24/2020,0
8/25/2020,0
8/26/2020,0
8/27/2020,27
8/28/2020,0
8/29/2020,0
8/30/2020,0
8/31/2020,0
9/1/2020,0
9/2/2020,22
9/3/2020,0
9/4/2020,0
9/5/2020,0
9/6/2020,0
9/7/2020,0
9/8/2020,182
9/9/2020,0
9/10/2020,0
9/11/2020,0
9/12/2020,0
9/13/2020,12
9/14/2020,30
9/15/2020,35
9/16/2020,30
9/17/2020,30
9/18/2020,30
9/19/2020,30
9/20/2020,30
9/21/2020,30
9/22/2020,31
9/23/2020,0
9/24/2020,0
9/25/2020,0
9/26/2020,0
9/27/2020,0
9/28/2020,0
9/29/2020,0
9/30/2020,0
10/1/2020,0
10/2/2020,0
10/3/2020,0
10/4/2020,0
10/5/2020,0
10/6/2020,0
10/7/2020,0
10/8/2020,0
10/9/2020,0
10/10/2020,0
10/11/2020,0
10/12/2020,0
10/13/2020,0
10/14/2020,0
10/15/2020,0
10/16/2020,0
10/17/2020,0
10/18/2020,0
10/19/2020,0
10/20/2020,0
10/21/2020,0
10/22/2020,0
10/23/2020,0
10/24/2020,0
10/25/2020,0
10/26/2020,0
10/27/2020,0
10/28/2020,19
10/29/2020,62
10/30/2020,50
10/31/2020,50
11/1/2020,50
11/2/2020,50
11/3/2020,19
11/4/2020,0
11/5/2020,0
11/6/2020,0
11/7/2020,0
11/8/2020,0
11/9/2020,0
11/10/2020,0
11/11/2020,0
11/12/2020,0
11/13/2020,0
11/14/2020,0
11/15/2020,0
11/16/2020,13
11/17/2020,25
11/18/2020,25
11/19/2020,25
11/20/2020,25
11/21/2020,25
11/22/2020,25
11/23/2020,12
11/24/2020,0
11/25/2020,0
11/26/2020,0
11/27/2020,16
11/28/2020,25
11/29/2020,25
11/30/2020,25
12/1/2020,25
12/2/2020,14
12/3/2020,0
12/4/2020,19
12/5/2020,25
12/6/2020,25
12/7/2020,25
12/8/2020,25
12/9/2020,10
12/10/2020,0
12/11/2020,0
12/12/2020,0
12/13/2020,0
12/14/2020,16
12/15/2020,25
12/16/2020,25
12/17/2020,25
12/18/2020,25
12/19/2020,25
12/20/2020,25
12/21/2020,9
12/22/2020,13
12/23/2020,6
12/24/2020,0
12/25/2020,0
12/26/2020,0
12/27/2020,0
12/28/2020,26
12/29/2020,50
12/30/2020,39
12/31/2020,25
